[2022-03-17T13:53:48.322Z] error /api/pruebaOracle/prueba
[Mar-17-2022 10:02:55] error error
[Mar-17-2022 10:04:03] error [object Object]
[Mar-17-2022 10:04:19] error [object Object]
[Mar-17-2022 10:04:55] error sadsadsa
[Mar-17-2022 10:21:44] error ORA-01407: cannot update ("GANADERO"."CLIENTES_PRUEBA"."NAME") to NULL
[Mar-17-2022 10:23:30] error ORA-01407: cannot update ("GANADERO"."CLIENTES_PRUEBA"."NAME") to NULL
[Mar-17-2022 10:23:41] error ORA-01407: cannot update ("GANADERO"."CLIENTES_PRUEBA"."NAME") to NULL
[Mar-17-2022 10:24:34] error ORA-01407: cannot update ("GANADERO"."CLIENTES_PRUEBA"."NAME") to NULL
[Mar-17-2022 10:26:19] error ORA-01407: cannot update ("GANADERO"."CLIENTES_PRUEBA"."NAME") to NULL
[Mar-21-2022 11:12:06] error ORA-01722: invalid number
[🔔 Mar-21-2022 11:50:18] error 	undefined
[🔔 Apr-01-2022 11:05:19] error 	Èrror al ejecutar la sentencia NJS-040: connection request timeout. Request exceeded queueTimeout of 60000
[🔔 Apr-01-2022 11:05:30] error 	Èrror al ejecutar la sentencia NJS-040: connection request timeout. Request exceeded queueTimeout of 60000
[🔔 Apr-01-2022 11:05:33] error 	Error al ejecuta la sentencia NJS-040: connection request timeout. Request exceeded queueTimeout of 60000
[🔔 Apr-01-2022 11:05:33] error 	Error al ejecuta la sentencia NJS-040: connection request timeout. Request exceeded queueTimeout of 60000
[🔔 Apr-01-2022 11:05:33] error 	Error al ejecuta la sentencia NJS-040: connection request timeout. Request exceeded queueTimeout of 60000
[🔔 Apr-01-2022 11:05:34] error 	Error al ejecuta la sentencia NJS-040: connection request timeout. Request exceeded queueTimeout of 60000
[🔔 Apr-01-2022 11:05:44] error 	Èrror al ejecutar la sentencia NJS-040: connection request timeout. Request exceeded queueTimeout of 60000
[🔔 Apr-01-2022 11:05:44] error 	Èrror al ejecutar la sentencia NJS-040: connection request timeout. Request exceeded queueTimeout of 60000
[🔔 Apr-01-2022 11:06:30] error 	Èrror al ejecutar la sentencia NJS-040: connection request timeout. Request exceeded queueTimeout of 60000
[🔔 Apr-01-2022 11:06:33] error 	Èrror al ejecutar la sentencia NJS-040: connection request timeout. Request exceeded queueTimeout of 60000
[🔔 Apr-01-2022 11:06:33] error 	Èrror al ejecutar la sentencia NJS-040: connection request timeout. Request exceeded queueTimeout of 60000
[🔔 Apr-01-2022 11:07:33] error 	Èrror al ejecutar la sentencia NJS-040: connection request timeout. Request exceeded queueTimeout of 60000
[🔔 Apr-01-2022 11:07:33] error 	Èrror al ejecutar la sentencia NJS-040: connection request timeout. Request exceeded queueTimeout of 60000
[🔔 Apr-01-2022 11:07:37] error 	Error al ejecuta la sentencia NJS-040: connection request timeout. Request exceeded queueTimeout of 60000
[🔔 Apr-01-2022 11:07:37] error 	Error al ejecuta la sentencia NJS-040: connection request timeout. Request exceeded queueTimeout of 60000
[🔔 Apr-01-2022 11:07:37] error 	Error al ejecuta la sentencia NJS-040: connection request timeout. Request exceeded queueTimeout of 60000
[🔔 Apr-01-2022 11:07:37] error 	Error al ejecuta la sentencia NJS-040: connection request timeout. Request exceeded queueTimeout of 60000
[🔔 Apr-01-2022 11:08:22] error 	Èrror al ejecutar la sentencia NJS-040: connection request timeout. Request exceeded queueTimeout of 60000
[🔔 Apr-01-2022 11:08:22] error 	Èrror al ejecutar la sentencia NJS-040: connection request timeout. Request exceeded queueTimeout of 60000
[🔔 Apr-01-2022 11:08:22] error 	Èrror al ejecutar la sentencia NJS-040: connection request timeout. Request exceeded queueTimeout of 60000
[🔔 Apr-01-2022 11:08:22] error 	Èrror al ejecutar la sentencia NJS-040: connection request timeout. Request exceeded queueTimeout of 60000
[🔔 Apr-01-2022 11:09:22] error 	Èrror al ejecutar la sentencia NJS-040: connection request timeout. Request exceeded queueTimeout of 60000
[🔔 Apr-01-2022 11:09:22] error 	Èrror al ejecutar la sentencia NJS-040: connection request timeout. Request exceeded queueTimeout of 60000
[🔔 Apr-01-2022 11:09:40] error 	Error al ejecuta la sentencia NJS-040: connection request timeout. Request exceeded queueTimeout of 60000
[🔔 Apr-01-2022 11:09:40] error 	Error al ejecuta la sentencia NJS-040: connection request timeout. Request exceeded queueTimeout of 60000
[🔔 Apr-01-2022 11:09:40] error 	Error al ejecuta la sentencia NJS-040: connection request timeout. Request exceeded queueTimeout of 60000
[🔔 Apr-01-2022 11:09:41] error 	Error al ejecuta la sentencia NJS-040: connection request timeout. Request exceeded queueTimeout of 60000
[🔔 Apr-01-2022 11:10:22] error 	Èrror al ejecutar la sentencia NJS-040: connection request timeout. Request exceeded queueTimeout of 60000
[🔔 Apr-01-2022 11:33:34] error 	Error al ejecuta la sentencia NJS-040: connection request timeout. Request exceeded queueTimeout of 60000
[🔔 Apr-01-2022 11:33:34] error 	Error al ejecuta la sentencia NJS-040: connection request timeout. Request exceeded queueTimeout of 60000
[🔔 Apr-01-2022 11:33:34] error 	Error al ejecuta la sentencia NJS-040: connection request timeout. Request exceeded queueTimeout of 60000
[🔔 Apr-01-2022 12:06:01] error 	Èrror al ejecutar la sentencia NJS-040: connection request timeout. Request exceeded queueTimeout of 60000
[🔔 Apr-01-2022 12:06:03] error 	Èrror al ejecutar la sentencia NJS-040: connection request timeout. Request exceeded queueTimeout of 60000
[🔔 Apr-01-2022 12:06:03] error 	Èrror al ejecutar la sentencia NJS-040: connection request timeout. Request exceeded queueTimeout of 60000
[🔔 Apr-01-2022 12:06:04] error 	Èrror al ejecutar la sentencia NJS-040: connection request timeout. Request exceeded queueTimeout of 60000
[🔔 Apr-01-2022 12:06:07] error 	Èrror al ejecutar la sentencia NJS-040: connection request timeout. Request exceeded queueTimeout of 60000
[🔔 Apr-01-2022 12:06:07] error 	Èrror al ejecutar la sentencia NJS-040: connection request timeout. Request exceeded queueTimeout of 60000
[🔔 Apr-01-2022 12:07:31] error 	Èrror al ejecutar la sentencia NJS-046: poolAlias "default" already exists in the connection pool cache
[🔔 Apr-01-2022 12:07:31] error 	Èrror al ejecutar la sentencia NJS-046: poolAlias "default" already exists in the connection pool cache
[🔔 Apr-01-2022 15:53:15] error 	Error al ejecuta la sentencia NJS-046: poolAlias "default" already exists in the connection pool cache
[🔔 Apr-01-2022 15:53:15] error 	Error al ejecuta la sentencia NJS-046: poolAlias "default" already exists in the connection pool cache
[🔔 Apr-01-2022 15:53:15] error 	Error al ejecuta la sentencia NJS-046: poolAlias "default" already exists in the connection pool cache
[🔔 Apr-01-2022 15:53:15] error 	Error al ejecuta la sentencia NJS-046: poolAlias "default" already exists in the connection pool cache
[🔔 Apr-01-2022 15:53:15] error 	Error al ejecuta la sentencia NJS-046: poolAlias "default" already exists in the connection pool cache
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
